,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28
0,1.5,18.25,51.5,20.0,16.0,20.0,31.75,23.25,60.25,5.0,5.5,10.75,4.75,14.75,10.75,16.0,18.75,38.25,30.0,33.75,55.75,47.0,68.75,95.5,72.0,77.5,83.0,66.75,63.75,56.0,47.25,37.75,42.75,42.75,65.75,28.5,67.0,27.5,55.5,62.5,40.5,57.25,58.5,53.75,60.5,61.0,43.5,25.5,36.25,37.0,44.75,,
1,3.75,3.0,23.0,17.75,10.75,7.5,38.0,25.25,17.75,8.5,5.0,8.5,1.5,13.25,7.5,12.25,9.25,20.75,38.0,30.25,78.25,34.25,54.75,59.0,63.0,78.75,99.75,64.0,73.25,36.0,30.75,28.75,42.5,38.0,41.5,36.25,16.0,18.5,70.0,38.5,50.75,44.25,60.25,50.75,50.25,61.75,39.25,46.0,19.5,22.25,65.75,,
2,1.5,20.0,43.25,25.75,15.75,17.5,32.75,25.25,43.25,1.5,3.25,13.75,7.75,18.5,10.0,23.75,25.25,34.25,30.75,32.75,53.25,45.25,78.5,74.25,71.5,84.0,82.5,71.25,56.75,35.75,35.0,34.5,36.75,51.5,69.0,30.25,71.0,44.0,59.25,62.0,46.75,65.75,70.0,64.0,41.25,67.25,46.0,13.75,44.25,47.75,32.0,,
3,1.5,16.75,26.0,25.0,20.75,19.75,31.75,33.25,38.25,1.75,3.5,19.0,6.25,12.5,13.25,16.75,31.0,36.25,22.5,21.0,58.75,58.5,75.5,79.25,58.0,89.75,83.25,81.0,50.25,48.75,45.5,35.25,35.25,47.0,84.75,21.5,59.75,38.25,59.5,76.75,47.75,69.25,65.75,58.25,42.5,79.75,52.25,12.5,49.75,32.25,67.0,,
4,3.25,4.5,25.0,24.25,17.75,14.5,27.0,24.5,12.75,14.25,5.0,9.75,5.5,11.25,8.0,13.5,17.75,28.25,21.75,27.5,54.25,25.75,40.75,49.0,61.5,81.75,83.5,67.75,76.75,38.25,25.75,37.5,44.25,39.75,50.75,40.25,30.75,27.5,62.75,53.0,51.5,44.5,79.0,54.5,42.25,45.75,29.5,46.25,23.75,38.5,51.75,,
5,0.0,13.5,22.75,14.0,14.5,16.5,32.5,27.25,41.75,0.0,6.0,14.5,4.0,14.25,16.0,10.75,15.75,31.5,27.25,29.0,53.5,35.0,55.25,82.25,71.75,92.25,85.0,67.5,37.25,35.75,25.25,24.75,27.0,46.75,66.5,25.5,67.25,33.75,47.0,51.5,33.0,58.0,56.5,40.0,41.5,71.0,49.5,10.0,42.5,44.0,45.5,,
6,6.0,6.5,17.75,19.5,25.5,20.0,47.0,22.5,16.0,16.25,3.5,5.75,5.75,8.25,17.75,8.75,20.25,16.25,17.0,32.25,86.0,35.25,50.5,64.25,73.0,77.75,76.75,72.0,56.75,47.0,41.0,32.25,42.25,37.5,69.5,40.25,28.25,22.0,49.5,63.25,52.25,68.0,68.5,69.25,62.5,49.25,49.75,48.0,25.75,27.25,56.5,,
7,6.5,4.5,17.75,34.0,13.0,20.5,40.75,32.75,20.25,9.25,6.75,6.25,3.0,3.25,16.25,15.25,27.0,18.0,25.75,34.0,71.25,38.0,48.0,37.5,73.75,84.75,80.25,79.25,79.5,32.75,29.25,38.25,64.5,46.5,41.5,47.75,31.0,31.75,85.0,40.75,49.5,59.25,75.75,38.0,54.5,39.5,55.75,47.75,19.5,25.25,56.25,,
8,1.25,8.75,22.0,18.75,15.5,17.75,34.25,25.0,23.0,5.75,1.5,12.0,6.0,11.75,9.5,14.25,16.25,28.0,18.25,31.25,55.0,48.25,44.75,40.25,60.25,92.0,74.0,66.0,59.25,42.25,33.75,33.25,54.5,35.25,52.75,40.75,35.25,22.0,60.25,40.25,43.75,56.5,57.25,52.75,46.5,60.5,52.5,36.25,20.75,35.75,60.0,,
9,,15.75,40.0,25.75,12.75,10.75,36.5,29.5,38.25,6.75,1.5,13.0,5.5,16.75,7.5,10.25,13.25,28.25,18.0,20.5,45.0,42.25,54.25,64.0,62.75,92.75,69.25,58.5,57.75,42.0,43.5,30.0,35.75,38.0,55.25,24.5,36.0,23.0,53.75,48.0,47.25,55.75,43.75,58.25,48.0,67.5,44.5,20.75,34.25,35.25,49.75,64.0,
